,frecuencia,S1,S2_1,S2_2,S2_3,S2_4,S2_5,S2_6,S2_7
156,10069312500.0,(0.008116872224402678+0.004952787694733718j),(0.007562450757943748+0.0041445119064574916j),(0.009874801544711674+0.0055795979323943045j),(0.007360400762545897+0.002318895964389622j),(0.00755062738042423+0.0025543557765609726j),(0.01058727436887754+0.0034081451573258602j),(0.011468513671876054+0.0050024019261365816j),(0.0070042745958443856+0.0037312039727247616j)
157,10092093750.0,(0.008428537178943681+0.002943590812060681j),(0.007392790737732476+0.0038717278402567146j),(0.010351048256624442+0.003815572442850208j),(0.00585885527549821+0.002222806395440108j),(0.0064668672066954015+0.0021498186726538675j),(0.009886896633694374+0.0013258061689785574j),(0.011475876160662646+0.0022536473975175116j),(0.006463167482021024+0.004021152484892633j)
158,10114875000.0,(0.008116764059887392+0.0013855943687895878j),(0.008844858621069268+0.003817951123965941j),(0.011025183187502499+0.0018298487337678184j),(0.006444443801616773+0.003151081142278238j),(0.006806239447472805+0.0030995547431369916j),(0.00870481690711528+0.00011329596846249533j),(0.01067083973985207-6.812716764430064e-05j),(0.008558952071703757+0.0044586113215579854j)
159,10137656250.0,(0.006654760785680893-0.0010748729891444423j),(0.009023180203986073+0.0016331225707721j),(0.00960560233888202-0.0010330995227443621j),(0.006158308399584426+0.0021571224759913397j),(0.00703837870917223+0.0022025201413948562j),(0.0068662408538775425-0.0007885866723871652j),(0.008284101117741806-0.0022319485917330238j),(0.008918181077021758+0.002072624719750457j)
160,10160437500.0,(0.0032309255919362777-0.0008267806472328268j),(0.008105681217094617+0.0006812312240683034j),(0.007095139242815336-0.0019104683653967881j),(0.005875511522527418+0.002825478768092676j),(0.006767859600840745+0.002312385775696908j),(0.005005575756461332-0.00030483360627896563j),(0.005260189427685725-0.002185293604281388j),(0.00822376471651299+0.0013169712110497223j)
161,10183218750.0,(0.003105542816293768+0.0012026937807918673j),(0.006959588327141408-0.0001127135774635342j),(0.004693038261958741-0.0016041092556579027j),(0.006080542165953094+0.002418446519006846j),(0.006879401786741293+0.0017585929998295948j),(0.0037898135879009228+0.0010138389397136576j),(0.0031049294070202363-0.0007900044296772738j),(0.007376936878004181+0.00034803003296238937j)
162,10206000000.0,(0.0034000179263800655+0.00013137523142813098j),(0.006371441340366454+0.0003668799951069626j),(0.003650177014476748+0.00019821997096888767j),(0.0066185211790323545+0.0030795115440242736j),(0.007031983489664516+0.001977900146504114j),(0.004568176291544876+0.002898512094085361j),(0.0027699801821051903+0.001591295676398632j),(0.00703917688691724+0.0007034331159114439j)
163,10228781250.0,(0.0008074475360539909+0.0002561240309732935j),(0.006273421071731042-0.0009396816153557439j),(0.003792997591805079+0.0006602481965451597j),(0.008147507044496256+0.000743086886663139j),(0.008001214178929475+4.818309423289366e-05j),(0.006182405277121409+0.0020064408007597723j),(0.0038880380453295434+0.002065131924474281j),(0.006972007441937956-0.0011311861926442538j)
164,10251562500.0,(0.0002360717267650518+0.003406972144599119j),(0.003990967421479801-0.0008040599961665323j),(0.003230851876552615+0.0017119399340542315j),(0.0056366550021697825-0.0008226113822309776j),(0.005547091022804321-0.0013129997959703003j),(0.005390570164994168+0.0012268360009786562j),(0.003509661915609569+0.002429957294681009j),(0.004367151767694036-0.0008901674776213189j)
165,10274343750.0,(0.002822706996970524+0.004901715541313614j),(0.004215694196544788+0.00015012420575092017j),(0.004604691062849573+0.0022825744107070746j),(0.005448256769783476-0.0003955467812038131j),(0.0051414277085093055-0.00045332965778398194j),(0.005882961601781665+0.001317749077427642j),(0.004872284211644744+0.003466169262015532j),(0.0050411634044466545-1.6413399855741244e-05j)
166,10297125000.0,(0.004942632695887369+0.0036684184079619005j),(0.003053577952878953-0.0005059390349858688j),(0.004499132210622264+0.0012360771735533886j),(0.003757786507173045-0.002032712031193487j),(0.004095053794558547-0.0017733530260183525j),(0.005565020467425863-0.00019562198377195018j),(0.006067770318814655+0.0020002173522750003j),(0.00379325070304013-0.0012496324890609416j)
167,10319906250.0,(0.005396253567787496+0.0016157942529024948j),(0.0021318682846548525+0.0013703856673654747j),(0.004140605111075341+0.0016915001504318027j),(0.0016004374793685758-0.0003849034129824449j),(0.0020990120542468023-0.00048801245041797084j),(0.004266368975918351-0.0003315023409128995j),(0.005491118080954735+0.0010808639189580373j),(0.002727484782335317+0.00016711582489421415j)
168,10342687500.0,(0.004301155134736118+0.00010358092508148996j),(0.002950812090991609+0.0021814167815527737j),(0.00435419204226863+0.0016254248165123257j),(0.0013989625763377901+0.000704968920520782j),(0.002128513257266932+0.00047170825891547884j),(0.003535586016474557-0.0002545391327106925j),(0.005320188248299892+0.000653777608429296j),(0.002564423177772533+0.00029307336930198984j)
169,10365468750.0,(0.0033223980063483006+5.538480256437293e-06j),(0.003751096576361156+0.0029287704618670887j),(0.004735131932937215+0.001948132973802422j),(0.0013606887208993494+0.002495342215300871j),(0.0016978336315869253+0.0015608495532552738j),(0.002876376372468768+0.00036082772191444335j),(0.005026268629149249+1.3707771340805853e-05j),(0.002072953070803833+0.0018127492882746704j)
170,10388250000.0,(0.002957356069946892-0.0008132725238568421j),(0.005267084191433173+0.0018949174584594838j),(0.005601208344038323+0.0006698786047110838j),(0.003034115789823954+0.002494814272693771j),(0.0026567410457840035+0.0022286867278614323j),(0.0028119204326872635+0.0004029988420620322j),(0.004294893750414151-0.0008968873145920563j),(0.0034138816902309953+0.0019446934515167562j)
171,10411031250.0,(0.0006959827785668108-0.0014356929371846729j),(0.004326812559030889+0.0008441698303303358j),(0.004186648662423478-0.00040563955477503945j),(0.0022896095325009155+0.0023692637061377394j),(0.0024736118249358047+0.002427480482731439j),(0.0016841115281994792+0.0010274520036876885j),(0.0026286341698657837-0.0008640940609010286j),(0.002886662870181433+0.0019404172959896226j)
172,10433812500.0,(-0.0012510640604451954+0.0005929434349811959j),(0.004422875516399928+0.0010585019581843557j),(0.0035097410241924434-6.0317818526423126e-05j),(0.0036322983704194095+0.003371276411349859j),(0.00373223628141122+0.0033999997722267508j),(0.002350082307810471+0.0025519659457638073j),(0.0020448494225685033+1.845055718187414e-05j),(0.003989021929499145+0.0024823348778814413j)
173,10456593750.0,(-0.0010181962966333805+0.003048995958071978j),(0.003774523569342515+0.0002671608838410221j),(0.0024673325891900765-0.00010056264378129705j),(0.003912120110789626+0.002065679590864917j),(0.004556629733540306+0.0022770133375979475j),(0.0030581682757210285+0.0023718730906255227j),(0.0011827801025152988+0.00046855023631908396j),(0.0038190295188126246+0.0016049513950399065j)
174,10479375000.0,(0.0006658283836063852+0.004983748390315576j),(0.0033708112322177568+0.0013726436240053355j),(0.002016351354002638+0.001617296947604132j),(0.004063050457046874+0.003093904250566985j),(0.004737391850432042+0.002582700755599311j),(0.0035525080103984705+0.0031675232802324217j),(0.0009934633605787674+0.0026608986702726482j),(0.0041997049419942615+0.002670993471628115j)
